StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q83,Q81,Q79,Q75,Q85,Q85_10_TEXT,Q82,Q77,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q19,Q70_1,Q70_2,Q70_3,Q70_4,Q70_5,Q71_1,Q71_2,Q71_3,Q71_4,Q71_5,Q72,allocation,targetNPV,Q72 - Topics
2018-09-04 23:30:20,2018-09-04 23:37:28,IP Address,92.6.73.29,100,428,True,2018-09-04 23:37:29,R_2QfeAdzSMsw6LgG,,,,,54.850006103516,-1.5666961669922,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",59537a8cf5ee4a0001ed6178,Male,36,No,,United Kingdom of Great Britain and Northern Ireland,Some college but no degree,12,11,57,10,10,10,6,87,17,41,"i choose this as it is a higher speck of laptop and would sell more then the higher priced ones ",20,19,13,26,22,65,31,45,83,48,i choose project four as it is a product that people pay money for a decent laptop,2,857,
2018-09-04 22:47:45,2018-09-04 23:54:12,IP Address,94.197.121.117,100,3986,True,2018-09-04 23:54:12,R_1lrZi9Oqo0JAYaX,,,,,51.514205932617,-0.093093872070312,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",58f271e6c31d4d00015aa785,Female,26,No,,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree in college (4-year),9,37,15,16,23,75,89,62,72,91,"Npv on project 3 is too little. The best are 2 and 5. Best benefits and a reasonable Npv. Project 4 is good for people who only want a starter laptop Npv is very good. ",36,16,15,16,17,100,45,25,48,74,"Project 1 will be I've that people buy over and over again. The others are very much one off purchases that go down in value over time due to new technology etc. ",1,894,
2018-08-30 13:55:42,2018-08-30 13:55:59,IP Address,129.78.56.189,53,17,False,2018-09-06 13:56:27,R_2sZ8lzXL6hecXHK,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
2018-08-30 14:07:09,2018-08-31 10:20:16,IP Address,129.78.56.129,26,72786,False,2018-09-07 10:20:17,R_1PcJ1MJpgo8ju24,,,,,,,anonymous,EN,,,,,,,,,,,,,,,,,,,,20,20,20,20,20,71,71,72,71,70,i love them all equally,1,,
2018-09-03 18:10:46,2018-09-03 18:25:43,IP Address,94.254.156.197,17,896,False,2018-09-10 18:26:05,R_e5O4yANbhVziV57,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b2b7cf234ffd00001b4d79d,Male,18,Other (please specify),Polish,Poland,Less than high school degree,,,,,,,,,,,,,,,,,,,,,,,1,,
2018-09-03 18:25:54,2018-09-03 18:31:39,IP Address,94.254.156.197,96,345,False,2018-09-10 18:31:55,R_vuYgKnX75I4wPJL,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b2b7cf234ffd00001b4d79d,Male,18,Other (please specify),Polish,Poland,Less than high school degree,30,19,3,37,11,40,50,50,50,50,"I have allocated my budget based on estimated NPV. I have less confidence in Project 1 becouse it might be dangerous. ",30,19,3,37,11,40,50,50,50,50,I have allocated my budget based on estimated NPV. I have less confidence in Project 1 becouse it might be dangerous.,2,,
2018-09-04 21:59:41,2018-09-04 22:00:54,IP Address,87.103.63.33,4,73,False,2018-09-11 22:01:15,R_1NFzxkZu8I7T95o,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,883,
2018-09-04 22:06:38,2018-09-04 22:13:02,IP Address,2.80.44.101,31,383,False,2018-09-11 22:13:12,R_3MuFqtXXaSi6ESO,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",59f91209be9c0c0001486f53,Female,22,Other (please specify),Portugal,Portugal,Bachelor's degree in college (4-year),16,7,0,75,2,51,31,100,75,17,"I applied different percentages taking only into account the NPV of the project. A Project with an NPV of $67 is not worth the research, so I put the highest percentage in the one giving the best NPV. However, NPV are only estimations, and if we have a diversified portfolio of projects, we'll have more chances of succeeding, so I gave smaller percentages to projects 1, 2 and 5.",,,,,,,,,,,,1,856,
2018-09-04 22:10:49,2018-09-04 22:13:13,IP Address,82.132.221.114,67,143,False,2018-09-11 22:14:10,R_2aVRqyExc1Eln3j,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5a9ac5f16475f900019ff4d3,Female,46,No,,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree in college (4-year),,,,,,,,,,,,,,,,,,,,,,,2,879,
2018-09-04 22:17:11,2018-09-04 22:19:01,IP Address,107.178.38.27,4,109,False,2018-09-11 22:19:23,R_3ey1grKvYs7SKa0,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,876,
2018-09-04 22:14:11,2018-09-04 22:19:49,IP Address,86.154.234.248,81,337,False,2018-09-11 22:20:41,R_2BaJIEu5KE9bexj,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5975b7f8a3148900010a0236,Male,31,No,,United Kingdom of Great Britain and Northern Ireland,Bachelor's degree in college (4-year),,,,,,,,,,,,15,24,10,36,15,80,80,78,71,80,The NPV is high for my favoured project and also the world of computing is big business,2,864,
2018-09-04 22:19:13,2018-09-04 22:22:34,IP Address,2.80.44.101,81,200,False,2018-09-11 22:23:13,R_21b4QaimA4wKWZT,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",59f91209be9c0c0001486f53,Female,22,Other (please specify),Portuguese,Portugal,Bachelor's degree in college (4-year),,,,,,,,,,,,29,18,0,44,9,100,100,100,100,100,"Since the products are all similar, I decided to only base my decisions on NPV.

",2,881,
2018-09-04 22:23:44,2018-09-04 22:23:57,IP Address,85.240.44.251,54,12,False,2018-09-11 22:24:01,R_27TOzpECw0Ge90k,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,860,
2018-09-04 22:22:57,2018-09-04 22:23:40,Spam,85.240.44.251,54,42,False,2018-09-11 22:24:18,R_1Qt1vLLJ1npQ7WS,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,853,
2018-09-04 22:23:41,2018-09-04 22:25:19,IP Address,107.178.38.27,17,98,False,2018-09-11 22:25:46,R_31cQxvXtwZoVbAm,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b62bafae04cbf000140779e,Female,55,No,,Canada,Associate degree in college (2-year),,,,,,,,,,,,,,,,,,,,,,,1,895,
2018-09-04 22:12:13,2018-09-04 22:28:01,IP Address,95.233.254.54,81,947,False,2018-09-11 22:28:20,R_2PcCoVsdSmwy1qG,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",578b4394ad1a6c0001466a6d,Male,41,Italian,,Italy,Some college but no degree,30,40,5,5,20,80,90,70,70,70,Project 1 and Project 2 have the best balanced specs.,,,,,,,,,,,,2,855,
2018-09-04 22:26:39,2018-09-04 22:29:22,IP Address,80.41.142.83,65,163,False,2018-09-11 22:29:23,R_3gLPUYowk9sc4UJ,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",59762ec9947fc700018fdfca,Female,30,No,,United Kingdom of Great Britain and Northern Ireland,High school graduate (high school diploma or equivalent),,,,,,,,,,,,,,,,,,,,,,,2,896,
2018-09-04 22:20:11,2018-09-04 22:29:37,IP Address,121.217.108.174,81,565,False,2018-09-11 22:30:00,R_tR3ywL9ZDWcrngZ,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b0958e6e80ba400017f72d8,Male,33,No,,Australia,High school graduate (high school diploma or equivalent),,,,,,,,,,,,17,13,15,26,29,68,65,69,63,77,I think the products listed could be as successful as each of them so I chose to invest a similar value in the expectation that some will work to a better level,2,882,
2018-09-04 22:30:39,2018-09-04 22:30:49,IP Address,193.63.146.166,54,10,False,2018-09-11 22:31:32,R_24C8VWuIiUhuV4u,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,877,
2018-09-04 22:26:54,2018-09-04 22:32:04,IP Address,107.178.38.27,81,310,False,2018-09-11 22:32:08,R_1LtGn4m7nFbMlZf,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5b62bafae04cbf000140779e,Female,55,No,,,Associate degree in college (2-year),,,,,,,,,,,,10,15,9,49,17,53,62,53,68,54,"Laptops sell and have to sell less to make the profit.
Shampoo very profitable nut got to supply A lot to me use the profit.",2,854,
2018-09-04 22:30:24,2018-09-04 22:32:44,IP Address,81.102.107.36,17,140,False,2018-09-11 22:32:47,R_3Pw4rUQhPfLcfkG,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",595e33a3558c93000171cd21,Female,31,No,,United Kingdom of Great Britain and Northern Ireland,Associate degree in college (2-year),,,,,,,,,,,,,,,,,,,,,,,1,885,
2018-09-04 22:32:01,2018-09-04 22:35:25,IP Address,86.8.200.7,31,204,False,2018-09-11 22:35:35,R_0H4uxz7m3hRyvsZ,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5a9ed3f26219a30001f54e85,Male,24,No,,United Kingdom of Great Britain and Northern Ireland,High school graduate (high school diploma or equivalent),65,5,2,25,3,55,18,4,56,36,I feel like project 1 is the best optiob,,,,,,,,,,,,1,898,
2018-09-04 22:37:37,2018-09-04 22:40:35,IP Address,82.4.72.107,67,177,False,2018-09-11 22:40:36,R_3oAPLK75MqBxm1p,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5a806bc4f49c9a0001f3592e,Female,30,Other (please specify),"Polish ",United Kingdom of Great Britain and Northern Ireland,Master's degree,,,,,,,,,,,,,,,,,,,,,,,2,866,
2018-09-04 22:40:56,2018-09-04 22:45:27,IP Address,87.97.40.97,67,271,False,2018-09-11 22:45:39,R_1CjAyRMjR5iWuoQ,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5ab1595524ba100001a04698,Female,36,Other (please specify),Hungarian,Hungary,High school graduate (high school diploma or equivalent),,,,,,,,,,,,,,,,,,,,,,,2,855,
2018-09-04 22:45:06,2018-09-04 22:46:15,IP Address,37.6.0.99,67,69,False,2018-09-11 22:46:45,R_1n9EOsijqNb444h,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",dfsfgd,Male,sdff,Chinese,,Australia,High school graduate (high school diploma or equivalent),,,,,,,,,,,,,,,,,,,,,,,2,873,
2018-09-04 23:15:38,2018-09-04 23:16:57,IP Address,109.148.88.117,54,78,False,2018-09-11 23:17:07,R_2CCwaT5OSWIt2xg,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,872,
2018-09-04 22:34:09,2018-09-05 00:54:59,IP Address,90.216.134.197,31,8449,False,2018-09-12 00:55:28,R_2ay5aztUlgTRCjd,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",5938f746c7f8ef00017fe703,Female,,No,,United Kingdom of Great Britain and Northern Ireland,High school graduate (high school diploma or equivalent),5,10,27,19,39,19,29,39,59,87,The bigger the drive and the better the ram the more expensive the compurter,,,,,,,,,,,,1,868,
2018-09-04 22:36:18,2018-09-05 22:42:34,IP Address,90.200.57.104,6,86775,False,2018-09-12 22:43:15,R_3Konjbh8S8MH6tH,,,,,,,anonymous,EN,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",591b3beae10d21000176ce74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,887,
