StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q133,Q83,Q79,Q75,Q85,Q85_10_TEXT,Q82,Q77,project1_1,project1_2,project1_3,project1_6,project1_7,project1_4,project1_5,project1_8,project1_9,project1_10,project1_11,project2_1,project2_2,project2_3,project2_6,project2_7,project2_4,project2_5,project2_8,project2_9,project2_10,project2_11,project3_1,project3_2,project3_3,project3_6,project3_7,project3_4,project3_5,project3_8,project3_9,project3_10,project3_11,project4_1,project4_2,project4_3,project4_6,project4_7,project4_4,project4_5,project4_8,project4_9,project4_10,project4_11,project5_1,project5_2,project5_3,project5_6,project5_7,project5_4,project5_5,project5_8,project5_9,project5_10,project5_11,npvCond,alignCond
2019-03-04 12:47:30,2019-03-04 12:57:39,IP Address,99.248.63.174,100,609,True,2019-03-04 12:57:41,R_3R7uuhIJRHqkNtl,,,,,43.9232940673828125,-78.86840057373046875,anonymous,EN,5c7a2df909ab370001c6d6de,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,24,No,,Canada,1,0,0,0,0,10,60,20,10,0,0,0,0,0,20,35,40,0,0,5,0,0,0,0,30,20,30,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,75,0,0,10,27,35,15,8,5,0,0,0,1,1
2019-03-04 12:53:39,2019-03-04 12:58:49,IP Address,69.120.19.232,100,309,True,2019-03-04 12:58:49,R_1gOyqMkQjbVP6Hi,,,,,41.0641021728515625,-73.54799652099609375,anonymous,EN,5c7c69fa2e2df80016d43986,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,21,No,,United States of America,0,0,0,0,41,39,20,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,0,0,0,0,2,1
2019-03-04 12:53:24,2019-03-04 13:00:46,IP Address,72.142.89.74,100,442,True,2019-03-04 13:00:47,R_1OkRllREJyeolek,,,,,43.4105987548828125,-80.5010986328125,anonymous,EN,5c7c2ce9396b890011d99237,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,36,No,,Canada,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,15,15,23,23,14,7,3,0,10,16,16,22,17,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,5,13,29,23,18,12,0,0,0,0,0,1,2
2019-03-04 12:59:15,2019-03-04 13:02:45,IP Address,24.65.73.49,100,209,True,2019-03-04 13:02:45,R_qOyyAEd5HjXaPdL,,,,,53.5279998779296875,-113.25119781494140625,anonymous,EN,5c7c71b9584bcf0017f53b42,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,18,No,,Canada,1,19,20,61,0,0,0,0,0,0,0,0,10,10,19,61,0,0,0,0,0,0,0,0,4,18,29,49,0,0,0,0,0,0,41,40,19,0,0,0,0,0,0,0,0,0,0,0,0,72,13,15,0,0,0,0,2,2
2019-03-04 12:53:07,2019-03-04 13:04:23,IP Address,165.84.3.68,100,676,True,2019-03-04 13:04:24,R_1gNGE3Emr8OKnn2,,,,,-39.9387969970703125,175.045684814453125,anonymous,EN,5c7c73feeaf40f0015c8f4be,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,60,Other (please specify),Thai,New Zealand,20,0,0,0,0,0,0,0,34,52,14,0,0,0,0,0,13,23,0,0,64,0,0,0,0,0,0,31,4,15,50,0,0,0,0,0,0,42,0,58,0,0,0,0,0,0,0,0,0,7,24,0,37,32,0,0,1,2
2019-03-04 12:51:56,2019-03-04 13:04:33,IP Address,95.94.200.196,100,756,True,2019-03-04 13:04:33,R_3F26wDI1fSHG3tA,,,,,38.813201904296875,-9.226806640625,anonymous,EN,5c7c7b6a419b560016020acf,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,19,Other (please specify),Portuguese,Portugal,0,0,0,50,25,20,5,0,0,0,0,0,50,30,15,5,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,5,26,60,9,0,0,0,0,0,36,26,26,12,0,0,0,0,0,0,1,2
2019-03-04 12:54:00,2019-03-04 13:06:53,IP Address,71.85.241.219,100,773,True,2019-03-04 13:06:53,R_3R2fjMl6Qc8GOPz,,,,,38.7512969970703125,-90.7295989990234375,anonymous,EN,5c7c14ad1d2afc0016f49fab,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,18,No,,United States of America,0,0,0,0,0,0,0,5,15,15,15,50,40,25,20,10,5,0,0,0,0,0,0,70,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,30,45,0,15,25,40,20,0,0,0,0,0,0,2,1
2019-03-04 13:02:57,2019-03-04 13:08:52,IP Address,189.161.50.53,100,355,True,2019-03-04 13:08:53,R_2RWB2nOhL8wOkMH,,,,,19.0438995361328125,-98.19840240478515625,anonymous,EN,5b63eed95256470001bd3d8c,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,22,Spanish,,Mexico,3,30,22,0,2,8,12,15,11,0,0,0,21,0,15,15,0,10,0,39,0,0,0,40,0,0,15,20,8,0,5,5,7,0,0,0,0,30,15,0,10,8,12,25,0,0,0,0,0,30,20,35,15,0,0,0,2,1
2019-03-04 13:05:05,2019-03-04 13:09:08,IP Address,99.229.1.190,100,242,True,2019-03-04 13:09:08,R_2CmisLJPKDZ7Jhw,,,,,43.8582000732421875,-79.39849853515625,anonymous,EN,55c10beafdf99b4a0cc5d8c8,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,28,Chinese,,Canada,0,83,17,0,0,0,0,0,0,0,0,0,90,6,4,0,0,0,0,0,0,0,0,0,0,0,81,19,0,0,0,0,0,0,0,0,65,18,17,0,0,0,0,0,0,48,28,24,0,0,0,0,0,0,0,0,2,1
2019-03-04 13:10:01,2019-03-04 13:12:06,IP Address,73.92.219.146,100,125,True,2019-03-04 13:12:07,R_2whSKhENUYx3oN9,,,,,37.331298828125,-121.8401031494140625,anonymous,EN,5c74d07a5aa9390017d9c02c,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,26,No,,United States of America,3,29,27,20,24,0,0,0,0,0,0,0,22,30,22,26,0,0,0,0,0,0,0,32,25,23,20,0,0,0,0,0,0,0,32,29,23,16,0,0,0,0,0,0,0,33,26,22,19,0,0,0,0,0,0,0,1,2
2019-03-04 13:09:45,2019-03-04 13:14:02,IP Address,70.50.35.253,100,256,True,2019-03-04 13:14:02,R_2UfNTWnODN5K3ol,,,,,45.60009765625,-74.615997314453125,anonymous,EN,5c0e0f54217d600001127cc4,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,29,No,,Canada,0,0,0,0,38,36,26,0,0,0,0,0,0,0,33,32,35,0,0,0,0,0,0,0,25,38,37,0,0,0,0,0,0,0,0,0,0,0,0,25,50,25,0,0,0,20,40,40,0,0,0,0,0,0,0,0,2,1
2019-03-04 13:13:10,2019-03-04 13:15:21,IP Address,50.206.71.106,100,130,True,2019-03-04 13:15:21,R_3iJwrFfeQqEXRiY,,,,,42.367095947265625,-72.464599609375,anonymous,EN,5beda89aecd1a90001a09b64,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,21,Other (please specify),Swedish,United States of America,0,0,46,15,26,13,0,0,0,0,0,0,0,0,31,36,33,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,30,70,0,0,0,0,0,0,0,0,2,2
2019-03-04 13:09:40,2019-03-04 13:15:27,IP Address,73.110.34.88,100,347,True,2019-03-04 13:15:28,R_3fI5OVluurJF2bn,,,,,41.9208984375,-87.7042999267578125,anonymous,EN,5c7c1b0dda78bc0001257fa2,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,24,Other (please specify),Serbian,United States of America,0,14,72,10,4,0,0,0,0,0,0,0,0,4,39,50,7,0,0,0,0,0,0,0,0,5,14,34,25,19,3,0,0,0,0,0,0,11,31,37,21,0,0,0,0,0,3,16,35,25,21,0,0,0,0,0,2,1
2019-03-04 13:10:44,2019-03-04 13:16:14,IP Address,190.46.164.104,100,329,True,2019-03-04 13:16:14,R_2SCz55PfOnSi5tc,,,,,-36.8332977294921875,-73.0500030517578125,anonymous,EN,5bb28b15d8afe200018d104e,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,25,Spanish,,Chile,0,8,12,21,21,14,10,5,4,2,2,1,8,10,10,9,11,10,9,9,9,9,6,18,17,15,12,10,8,6,5,3,3,3,7,8,10,18,14,11,9,8,7,5,3,7,7,16,11,11,10,10,8,8,6,6,1,2
2019-03-04 13:09:33,2019-03-04 13:17:35,IP Address,176.184.142.146,100,482,True,2019-03-04 13:17:36,R_3mefaFryEZagXkJ,,,,,48.9980926513671875,1.6313018798828125,anonymous,EN,5b8fffca220be50001c59858,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,21,Other (please specify),French,France,0,0,0,0,0,30,40,30,0,0,0,0,0,0,10,25,40,20,5,0,0,0,0,0,0,30,45,25,0,0,0,0,0,0,0,0,0,0,0,0,30,50,20,0,0,0,0,40,35,25,0,0,0,0,0,0,1,2
2019-03-04 13:12:10,2019-03-04 13:19:09,IP Address,207.98.159.231,100,419,True,2019-03-04 13:19:09,R_2A0TtlRrGXzO3j6,,,,,27.817596435546875,-82.6775970458984375,anonymous,EN,5bdf31220f3b81000142353e,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Male,28,No,,United States of America,2,0,0,41,59,0,0,0,0,0,0,0,0,5,24,42,29,0,0,0,0,0,0,5,5,9,25,36,20,0,0,0,0,0,9,38,34,13,6,0,0,0,0,0,0,31,42,27,0,0,0,0,0,0,0,0,2,1
2019-03-04 13:07:07,2019-03-04 13:21:41,IP Address,107.178.38.27,100,874,True,2019-03-04 13:21:42,R_2uTzS4ZdbIcN6Or,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,5c362dcb3ce2c8000111b448,"The procedures required for the project and the time involved have been explained to me, and any questions I have about the project have been answered to my satisfaction.,I have read the Participant Information Statement and have been given the opportunity to discuss via email the information and my involvement in the project with the researcher/s.,I understand that being in this study is completely voluntary – I am not under any obligation to consent.,I understand that my involvement is strictly confidential. I understand that any research data gathered from the results of the study may be published however no information about me will be used in any way that is identifiable.,I understand that I can withdraw from the study at any time, without affecting my relationship with the researcher(s) or the University of Sydney now or in the future.",Female,27,Spanish,,Italy,0,0,0,0,0,0,10,47,28,15,0,0,0,0,16,55,29,0,0,0,0,0,0,0,0,48,37,15,0,0,0,0,0,0,0,0,0,0,0,0,13,50,30,7,0,11,33,39,17,0,0,0,0,0,0,0,2,2
